rooms,area,price,price_per_meter,check_in,complex,metro,adress,building,floor,metro_public_transport_time,district,district_population,district_avg_salary,description,developer
2.0,5.0,36103114.0,465847.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 4",7 из 19,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
2.0,65.0,37857635.0,582426.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",14 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,5.0,33118757.0,596735.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",13 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,3.0,31820032.0,575408.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 4",2 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,6.0,37943081.0,508621.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",2 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,34848191.0,582746.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 6 этап, корпус 2",13 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,9.0,42138920.0,502252.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 4",4 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,7.0,32286753.0,540817.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 6",8 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,2.0,31894436.0,738298.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 4,16 из 19,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
1.0,9.0,22148759.0,528610.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 10",2 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,3.0,29695740.0,627817.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,2.0,42896346.0,678740.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, Корпус 2",32 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,8.0,22983177.0,524731.0,-30%,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, Корпус 2",34 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
3.0,1.0,45236036.0,519358.0,Сдан,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 1",18 из 28,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,2.0,41029391.0,649200.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, Корпус 2",29 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
1.0,9.0,27113165.0,617612.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",6 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,4.0,40856093.0,514561.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 2",6 из 11,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,4.0,35942558.0,549581.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",10 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,6.0,38358165.0,514185.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",3 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,8.0,39106967.0,653963.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,5 из 25,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
2.0,7.0,29496141.0,411383.0,-18%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 9",6 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,65.0,37359364.0,574760.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 1,8 из 25,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
3.0,1.0,46435914.0,399965.0,-20%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 3",10 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,5.0,31847412.0,535251.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",3 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
4.0,1.0,61070655.0,504300.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 3",4 из 10,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,4.0,44496836.0,574895.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,6.0,52107552.0,689254.0,IV квартал 2025,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 2,2 из 20,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
2.0,7.0,29626296.0,419043.0,-18%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",10 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,4.0,42775396.0,417729.0,-18%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 1",7 из 9,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
4.0,3.0,53868900.0,440466.0,-24%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","1 очередь, корпус 5",26 из 28,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,1.0,35342046.0,518973.0,II квартал 2028,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 3 этап, корпус 11",4 из 5,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,1.0,34006406.0,678771.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 3",14 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,5.0,24308383.0,615403.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 5",8 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,4.0,45755026.0,548622.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 8",12 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,7.0,43276515.0,536265.0,II квартал 2027,Nagatino i-Land,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23, стр. 438","уч.1.7, корпус 1",32 из 35,,,,,"Nagatino i-Land — это принципиально новый взгляд на то, какой уже совсем скоро станет жизнь современного жителя мегаполиса.
Жилой комплекс бизнес-класса от Группы «Эталон» расположен между двух набережных и окружён водой с обеих сторон.
Идеальное сочетание транспортной доступности, видов на воду и благоустроенных парков рядом с домом стирает границы между комфортом жизни вблизи центра Москвы и удовольствием от отдыха на свежем воздухе. Обладая уникальным расположением и выделяясь изяществом современных архитектурных решений, Nagatino i-Land станет новой вехой в истории московского строительства и подарит каждому жителю множество новых возможностей.",etalon
2.0,4.0,38860693.0,594201.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",13 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,4.0,25506817.0,587715.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 2 этап, корпус 3",12 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,8.0,41976013.0,500908.0,II квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 1 этап, корпус 2",4 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,7.0,64525573.0,674249.0,-8%,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 3,6 из 18,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
2.0,8.0,43509731.0,597662.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 4",15 из 27,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,7.0,32925265.0,423749.0,-20%,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 4 этап, корпус 2",8 из 12,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
1.0,4.0,27904327.0,588699.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 6",8 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
3.0,6.0,59108336.0,554488.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",16 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,4.0,28994723.0,532992.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 1,5 из 13,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
1.0,3.0,28671450.0,593612.0,III квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 5 этап, корпус 4",7 из 9,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,6.0,42980696.0,576149.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",12 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,6.0,40123278.0,537846.0,IV квартал 2025,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","2 очередь, 1 этап, корпус 7",6 из 17,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
2.0,9.0,47168937.0,665289.0,-10%,Voxhall,Павелецкая,"ул. Летниковская, вл. 4, вл. 6",Корпус 3,2 из 13,,,,,"Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро «Павелецкая».
Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу.
Изысканная классика кирпичных фасадов жилого комплекса Voxhall, планировки от студий до пентхаусов, завораживающие виды на набережную Москвы-реки и исторический центр столицы из квартир с собственными приватными террасами (и даже 2-мя!) удовлетворят вкусы самых взыскательных жителей комплекса.",etalon
3.0,4.0,36565175.0,519392.0,II квартал 2028,Sokolinn Park,Бульвар Рокоссовского,"г. Москва, ВАО, Богородское, 3-я Гражданская ул., влд.1",Корпус 1,8 из 13,,,,,"Sokolinn Park — это проект, где природа и комфорт идеально сочетаются. Он расположен в живописном Богородском районе на востоке Москвы, всего в 15 минутах от станции метро «Преображенская площадь». Близость национального парка «Лосиный остров» и знаменитого парка «Сокольники» делает Sokolinn Park привлекательным для тех, кто ценит естественную красоту окружающего мира и активный образ жизни.
Развитая инфраструктура в шаговой доступности обеспечивает удобство и комфорт для жителей комплекса.",etalon
3.0,80.0,47165036.0,589563.0,IV квартал 2026,Shagal,Технопарк,"г. Москва, ЮАО, ул. Автозаводская, вл. 23","3 очередь, 5 этап, корпус 4",18 из 19,,,,,"Расположен в престижном Даниловском районе и уже сейчас претендует на звание одной из ярчайших точек притяжения.
Масштабный проект выходит за рамки существующих стандартов. Предвосхищает ожидания, предлагая все возможности для комфортной жизни.
Здесь свои правила и ежедневные сценарии.",etalon
